Hero_id,Hero_name,Affiliation,degree_centrality,closeness_centrality,betweenness_centrality,y,Ant-Man,Ant-Man and the Wasp,Ant-Man and the Wasp: Quantumania,Avengers: Age of Ultron,Avengers: Endgame,Avengers: Infinity War,Black Panther,Black Panther: Wakanda Forever,Black Widow,Captain America: Civil War,Captain America: The First Avenger,Captain America: The Winter Soldier,Captain Marvel,Doctor Strange,Doctor Strange in the Multiverse of Madness,Eternals,Guardians of the Galaxy,Guardians of the Galaxy Vol. 2,Iron Man,Iron Man 2,Iron Man 3,Marvel’s The Avengers,Shang-Chi and the Legend of the Ten Rings,Spider-Man: Far From Home,Spider-Man: Homecoming,Spider-Man: No Way Home,The Incredible Hulk,Thor,Thor: Love and Thunder,Thor: Ragnarok,Thor: The Dark World
120,"Harold ""Happy"" Hogan",Unnafiliated,2.6117627543559427,0.944065283006062,2.715501451410446,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0
121,Hawkeye,Avengers,1.6543585292126173,0.6830878127952636,1.3816784091171948,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122,Hawley,Unnafiliated,-0.32028768514549094,-0.14873093510773072,-0.3145508268581608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123,Heimdall,Unnafiliated,1.6244396471768883,0.6374340159230708,0.5750813840041711,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
124,Heinz Kruger,Unnafiliated,-0.7092331516099668,-0.4297234859644425,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Hela,Unnafiliated,-0.7092331516099668,-0.33825284294551267,-0.38189727396953366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126,Helen Cho,Unnafiliated,-0.5596387414313222,-0.09789202917314287,-0.38189727396953366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Helmut Zemo,Unnafiliated,-0.46988209532413544,-0.05085100008721904,-0.38189727396953366,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Hercules,Unnafiliated,-0.2305310390383042,-0.5558297727186214,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129,Ho Yinsen,Unnafiliated,-0.4998009773598644,-0.3824534221224457,-0.3431457431289109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
130,Hogun,Warriors Three,0.4576032477834606,0.2537369365927288,-0.11310599007378638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
131,Hope van Dyne,Unnafiliated,-0.6793142695742378,-0.39548313831029763,-0.38189727396953366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Howard Stark,Unnafiliated,2.0133851136413643,0.7773890981378272,1.7254703863598433,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
133,Howard the Duck,Unnafiliated,-0.08093662885965967,-0.6283259987226651,-0.34259969029864207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Hulk,Avengers,2.641681636391671,0.9527305505716547,3.8455052124773648,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
135,Ian Boothby,Unnafiliated,-0.5596387414313222,-0.4254831250297902,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,Ikaris,Unnafiliated,-0.7092331516099668,3.747807710448874,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Immortus,Unnafiliated,-0.61947650550278,-0.6831896404931457,-0.38189727396953366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Ingrid,Unnafiliated,-0.8887464438243402,-0.6903536899491212,-0.38189727396953366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Iron Man,Avengers,3.21014039507052,1.1238397928148258,4.024440552267427,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0
140,Ivan Vanko,Unnafiliated,-0.7690709156814246,-0.38680830492338975,-0.38189727396953366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
141,J. Jonah Jameson,Unnafiliated,-0.2305310390383042,-0.288221938752839,-0.3423389237854566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
142,J.A.R.V.I.S.,Unnafiliated,0.30800883760481623,0.09810017829733231,0.021172866975451586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
143,Jack Rollins,Unnafiliated,0.996143124426581,0.5202846503642362,-0.20260713464720928,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Jack Taggert,Unnafiliated,-0.7092331516099668,-0.5401190896079785,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
145,Jacques Dernier,Howling Commandos,-0.7092331516099668,-0.4297234859644425,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Jademurai,Unnafiliated,-0.2305310390383042,-0.5558297727186214,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147,James Montgomery Falsworth,Howling Commandos,-0.7092331516099668,-0.4297234859644425,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Janet van Dyne,Unnafiliated,1.4449263549625146,0.6299188222478069,1.4486993420931233,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Jason Ionello,Unnafiliated,0.18833330946190055,-0.32023400218665365,-0.33285162545512453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
150,Jasper Sitwell,Unnafiliated,1.2953319447838703,0.5927363195089341,-0.05377696097591765,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
151,Jentorra,Unnafiliated,-0.61947650550278,-0.6831896404931457,-0.38189727396953366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Jim Morita,Howling Commandos,-0.7092331516099668,-0.4297234859644425,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Jim Paxton,Unnafiliated,-0.43996321328840654,-0.36050245881498216,-0.3270028250768617,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Jimmy Woo,Unnafiliated,-0.32028768514549094,-0.6468393772239247,-0.33103530517151,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Jon Jon,Unnafiliated,-0.6793142695742378,-0.49200894327305256,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
156,Jonathan Pangborn,Unnafiliated,-0.7989897977171535,-0.6245957254395539,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Julius Dell,Unnafiliated,-0.2305310390383042,-0.288221938752839,-0.3423389237854566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
158,Justin Hammer,Unnafiliated,-0.7690709156814246,-0.38680830492338975,-0.38189727396953366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
159,Kaecilius,Unnafiliated,-0.7989897977171535,-0.6245957254395539,-0.38189727396953366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Kang the Conqueror,Unnafiliated,-0.61947650550278,-0.6831896404931457,-0.38189727396953366,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Karen,Unnafiliated,-0.17069327496684633,-0.3780868326473046,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
162,Karl Mordo,Unnafiliated,-0.29036880310976204,-0.3560766218287685,-0.31639066421141165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Karun Patel,Unnafiliated,-0.7092331516099668,3.747807710448874,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Katy,Unnafiliated,-0.6793142695742378,-0.49200894327305256,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
165,Killmonger,Guardians of the Multiverse,-0.3502065671812199,-0.6903536899491212,-0.34636241749162794,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Kingo,Unnafiliated,-0.7092331516099668,3.747807710448874,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Korath,Starforce,-0.08093662885965967,-0.0025404979524995827,-0.08912814524847913,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Korg,Revengers,1.4748452369982437,0.6374340159230708,0.18493198784446818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
169,Kraglin Obfonteri,Unnafiliated,2.1928984058557375,0.8261027455385431,1.8134842262693565,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
170,Kro,Unnafiliated,-0.7092331516099668,3.747807710448874,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Krylar,Unnafiliated,-0.61947650550278,-0.6831896404931457,-0.38189727396953366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Kurse,Unnafiliated,-0.5596387414313222,-0.4254831250297902,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
173,Kurt,Unnafiliated,-0.43996321328840654,-0.36050245881498216,-0.3270028250768617,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Laufey,Unnafiliated,-0.7092331516099668,-0.45493193089091943,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175,Laura Barton,Unnafiliated,0.9363053603551231,0.5060915541523001,-0.3411830693541047,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Leonard Samson,Unnafiliated,-0.978503089931527,-0.5440617897381047,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177,Lerato,Unnafiliated,-0.8887464438243402,-0.6903536899491212,-0.38189727396953366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Lila Barton,Unnafiliated,0.9363053603551231,0.5060915541523001,-0.3411830693541047,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Linda,Unnafiliated,-0.61947650550278,-0.7221656860009249,-0.38189727396953366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,List,Unnafiliated,-0.5895576234670511,-0.29283293744645833,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Liz,Unnafiliated,-0.17069327496684633,-0.3780868326473046,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
182,Lizard,Unnafiliated,-0.5297198593955933,-0.4960752477398321,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
183,Loki,Revengers,2.462168344177298,0.9012257579626816,3.125801760027123,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
184,Love,Unnafiliated,-0.2305310390383042,-0.5558297727186214,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
185,Lucian Aster,Unnafiliated,-0.7989897977171535,-0.6245957254395539,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Luis,Unnafiliated,-0.43996321328840654,-0.36050245881498216,-0.3270028250768617,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,M’Baku,Unnafiliated,1.6244396471768883,0.6754111512215591,1.2796188131419264,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Mac Gargan,Unnafiliated,-0.17069327496684633,-0.3780868326473046,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
189,Maggie,Unnafiliated,-0.43996321328840654,-0.36050245881498216,-0.3270028250768617,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Mainframe,Unnafiliated,-0.3502065671812199,-0.7291417778609389,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Makkari,Unnafiliated,-0.7092331516099668,3.747807710448874,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Malekith,Unnafiliated,-0.5596387414313222,-0.4254831250297902,-0.38189727396953366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,Mantis,Guardians of the Galaxy,2.2228172878914663,0.8343265439465977,1.5806065068430204,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
194,Mar-Vell,Unnafiliated,-0.6493953875385089,-0.24140157386664593,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Maria Hill,Unnafiliated,2.043303995677093,0.7854339614403179,0.843870609662539,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
196,Maria Rambeau,Unnafiliated,-0.6493953875385089,-0.24140157386664593,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Maria Stark,Unnafiliated,-0.46988209532413544,-0.05085100008721904,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Martinex,Unnafiliated,-0.3502065671812199,-0.7291417778609389,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Matthew Ellis,Unnafiliated,-0.7092331516099668,-0.5401190896079785,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200,May Parker,Unnafiliated,2.312573933998653,0.8591810293022943,1.4534561008881919,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
201,Maya Hansen,A.I.M.,-0.7092331516099668,-0.5401190896079785,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
202,Meredith Quill,Unnafiliated,-0.08093662885965967,-0.6283259987226651,-0.34259969029864207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Michelle “MJ”,Unnafiliated,0.4576032477834606,-0.08234963637642491,-0.21176561694980303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
204,Mighty Thor,Unnafiliated,1.6543585292126173,0.6830878127952636,0.42349241614053873,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
205,Minerva,Unnafiliated,-0.2305310390383042,-0.5558297727186214,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
206,Minn-Erva,Starforce,-0.6493953875385089,-0.24140157386664593,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Miriam Sharpe,Unnafiliated,-0.46988209532413544,-0.05085100008721904,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Mitchell Carson,Unnafiliated,-0.6793142695742378,-0.39548313831029763,-0.38189727396953366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Mobius M. Mobius,Unnafiliated,-0.61947650550278,-0.6831896404931457,-0.38189727396953366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Monica Rambeau,Unnafiliated,-0.6493953875385089,-0.24140157386664593,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Morgan Stark,Unnafiliated,0.7268731861050209,0.45717092438801804,-0.38189727396953366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Mr. Cobbwell,Unnafiliated,-0.17069327496684633,-0.3780868326473046,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
213,Mr. Delmar,Unnafiliated,-0.17069327496684633,-0.3780868326473046,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
214,Mr. Hapgood,Unnafiliated,-0.17069327496684633,-0.3780868326473046,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
215,Mrs. Chen,Unnafiliated,-0.6793142695742378,-0.49200894327305256,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
216,Ms. Warren,Unnafiliated,-0.17069327496684633,-0.3780868326473046,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
217,Mysterio,Unnafiliated,-0.2305310390383042,-0.288221938752839,-0.3423389237854566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
218,N’Jobu,Unnafiliated,-0.61947650550278,-0.7221656860009249,-0.38189727396953366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Nakia,Unnafiliated,-0.3502065671812199,-0.6903536899491212,-0.34636241749162794,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Namor,Unnafiliated,-0.6793142695742378,-0.842816712501545,-0.38189727396953366,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Namora,Unnafiliated,-0.6793142695742378,-0.842816712501545,-0.38189727396953366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Narblik,Unnafiliated,-0.3502065671812199,-0.7291417778609389,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Nathaniel Barton,Unnafiliated,0.7268731861050209,0.45717092438801804,-0.38189727396953366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Nebula,Children of Thanos,2.462168344177298,0.9012257579626816,2.037639479542357,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
225,Ned Leeds,Unnafiliated,2.252736169927195,0.8425807445668815,1.2936876115417772,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
226,Nick Fury,Unnafiliated,3.060545984891876,1.0775845809039128,3.675975616384576,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
227,Nicodemus West,Unnafiliated,-0.29036880310976204,-0.3560766218287685,-0.31639066421141165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Nomble,Unnafiliated,0.5174410118549184,0.37594509161950806,-0.05809218171463925,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Nova Prime,Unnafiliated,-0.5895576234670511,-0.6903536899491212,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Obadiah Stane,Unnafiliated,-0.32028768514549094,-0.4297234859644425,-0.3520893459369484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
231,Oblo,Unnafiliated,-0.3502065671812199,-0.7291417778609389,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Odin,Unnafiliated,0.4576032477834606,0.2537369365927288,-0.11310599007378638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
233,Okoye,Dora Milaje,1.6244396471768883,0.6754111512215591,1.2796188131419264,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Oksana,Unnafiliated,-0.8887464438243402,-0.6903536899491212,-0.38189727396953366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,P. Cleary,Unnafiliated,-0.5297198593955933,-0.4960752477398321,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
236,Phastos,Unnafiliated,-0.7092331516099668,3.747807710448874,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Phil Coulson,Unnafiliated,0.4576032477834606,0.1564616207061632,0.1510198827159081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
238,Pietro Maximoff,Avengers,-0.5895576234670511,-0.29283293744645833,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Pip the Troll,Unnafiliated,-0.7092331516099668,3.747807710448874,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Principal Morita,Unnafiliated,-0.17069327496684633,-0.3780868326473046,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241,Proxima Midnight,Children of Thanos,1.02606200646231,0.5274177786150799,-0.3669523568890587,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Quaz,Unnafiliated,-0.61947650550278,-0.6831896404931457,-0.38189727396953366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
